Feature_gene_name,Feature_length,NoTreat_1,NoTreat_2,NoTreat_3,NoTreat_4,Treat_1,Treat_2,Treat_3,Treat_4
SELENOT,4135,5522,5455,4754,5546,9607,11048,9880,10645
ARHGEF15,5292,4826,4988,3773,4799,5193,4173,4015,4258
TOX,4076,1802,1660,1250,1643,667,659,631,640
CD3E,2659,5,5,3,5,5,3,5,2
RUSC2,5698,2969,2942,2419,2971,4635,3788,3494,3728
C1orf68,949,0,0,0,0,1,1,1,4
FICD,4175,534,537,426,524,1078,929,829,880
OSTC,1616,5047,5110,4535,4992,4834,4983,4638,4985
R3HDM4,2957,2368,2355,2056,2416,2567,2112,1969,2130
TSEN15,10197,1389,1466,1156,1508,1253,1089,1005,1125
LTN1,8876,2042,2289,1287,2081,2425,2312,2059,2272
RUNDC1,4757,1165,1232,964,1225,1169,1166,1159,1147
CCDC152,3493,57,80,65,73,44,47,33,39
STKLD1,4409,15,22,19,20,20,14,16,11
GRK5,7021,6280,6288,4865,5968,7480,6574,6243,6717
TYW1,3885,1003,1006,791,987,863,778,707,795
DCAF12,4315,2282,2391,1641,2350,2231,1881,1815,1928
SFMBT2,10609,1,0,1,0,0,1,10,5
PNMA5,3428,0,0,0,0,4,1,0,0
ITPRIPL1,4666,98,100,73,99,91,98,97,98
MT-ND4,1378,149512,149554,121342,135516,199241,116072,116308,140717
SMC5,6606,2489,2639,1607,2467,2179,1809,1841,1954
MT-ND1,956,58371,58141,48288,54005,106102,56705,53897,63686
DCAF12L1,3345,0,0,0,0,0,2,0,0
PRMT6,4340,1770,1680,1419,1755,1472,1424,1250,1442
SHISA4,1911,819,864,777,834,758,715,725,699
CIPC,5271,728,720,520,744,669,593,549,618
CAPZA2,8368,12246,12237,10042,11756,8349,8538,7786,8300
MT-ATP6,681,108879,105077,94733,99650,127189,70578,70422,87907
TOP1,10127,13146,13455,10862,12883,11621,10986,9957,10578
PRC1,5523,91,68,63,78,34,27,36,25
BHLHB9,5518,1,3,0,3,1,4,2,0
MAP3K3,6109,8238,8285,6422,8126,5807,4983,4724,5204
L1CAM,7269,3,0,4,8,4,2,0,0
SREBF2,7556,9521,10104,7912,10019,13378,11535,10800,11787
C1orf174,4883,1060,1039,932,990,993,748,729,849
POU3F3,4803,0,0,0,1,0,1,0,0
RASGEF1A,6219,1,0,2,1,2,2,0,1
SPOUT1,4566,28,17,20,21,44,16,22,20
RPL39,2128,7836,8253,7729,8023,4833,5169,4807,5081
DZIP3,6943,585,601,503,660,518,499,484,493
KIAA0753,5553,1163,1208,830,1169,926,838,755,804
DCLRE1A,4582,612,573,413,598,488,482,408,496
ATG9A,4724,2249,2212,1791,2319,1771,1682,1508,1697
NOS1AP,7854,245,300,189,257,72,73,67,72
CSAG1,1092,0,0,0,0,6,7,6,5
APRT,1796,3137,3231,3062,3199,2406,2269,2129,2409
GPRASP1,6789,55,68,33,46,53,41,35,44
TBKBP1,4280,1654,1688,1406,1601,1045,826,812,935
MAGEE1,3633,40,61,26,48,41,27,29,37
CCDC167,572,569,691,613,613,378,278,335,395
MT-CO3,784,118001,111406,93005,105337,138520,75682,75864,93254
ZFP2,2637,22,23,11,15,4,8,5,4
SOWAHA,3485,2,1,1,5,3,0,3,5
L3MBTL3,5111,2770,3009,2176,2866,1995,2043,1741,2001
DMD,55038,16,23,14,13,4,11,7,12
MFAP3L,8741,1,4,2,8,2,5,5,3
NAGA,3726,3254,3345,2617,3579,3160,2941,2571,2772
SMG5,5304,7412,7319,5840,7227,7575,6471,5907,6241
KIFBP,7344,4124,4287,3396,4198,3954,3565,3463,3655
TGM2,7948,143486,147400,110629,140936,43108,38715,35811,39355
ARMCX6,2489,1474,1480,1127,1345,1137,1071,955,989
PJA2,5193,7817,8372,5424,7936,7918,7564,7015,7393
RORB,9621,0,0,0,0,9,5,8,2
SGMS1,6423,1689,1626,1413,1757,1428,1380,1349,1390
OR10Z1,6323,0,1,0,0,0,2,0,0
ZNF525,7193,18,24,9,20,35,34,36,47
INF2,13627,8205,8355,6911,8194,8484,6937,6513,7187
IQANK1,4984,0,1,1,0,0,1,0,0
RP11-176H8.1,4422,12,11,1,10,4,4,4,6
OR2L2,4375,0,3,0,1,0,1,0,0
EFCAB2,8607,398,316,302,398,273,229,181,235
COX20,4570,38,40,22,31,34,37,37,31
CHML,7778,628,643,427,643,252,272,236,268
STUM,7843,0,0,0,0,76,56,53,53
CAPN8,5174,0,3,0,0,1,1,0,0
TATDN3,3992,379,383,310,409,289,340,287,270
CR1,12583,7,2,1,5,3,4,2,4
RAET1G,1486,218,160,156,205,50,45,36,35
C1orf53,628,105,93,104,101,45,39,38,44
SAMD5,6557,73,93,72,89,26,24,35,21
TEDDM1,2551,0,0,2,0,0,0,0,0
ECT2L,4663,3,7,4,2,5,3,1,3
GPR52,1582,0,1,0,2,0,0,0,2
FCGR3A,2725,5,0,3,2,2,4,0,1
OR6K3,1875,1,0,0,0,0,0,0,0
CENPW,854,1057,1092,1060,1112,426,389,371,432
SPRN,3128,19,22,6,9,15,6,5,20
FAM229B,2551,220,176,202,208,141,160,131,128
FANK1,3359,56,59,42,63,59,25,57,39
EEF1AKMT2,5819,342,283,239,302,234,208,202,242
DDO,2143,23,13,14,15,160,124,136,122
PLPP4,3722,199,219,154,209,130,118,105,127
H3C14,1656,0,1,0,0,0,0,0,0
H2AC18,549,1,2,0,1,8,14,7,4
H2BC18,3196,8,10,3,5,8,5,13,4
HSD3B2,2277,0,0,0,2,0,1,0,0
RBM20,8222,0,0,0,1,1,0,0,0
C6orf163,2920,10,15,9,11,6,11,6,7
RIPPLY2,4172,0,0,0,0,0,1,0,0
GDI1,5256,6406,5976,5022,5904,8425,6483,6084,6314
PCMTD2,5993,3268,3576,2474,3345,1756,1484,1423,1678
SOX18,1862,11158,10169,9295,10411,1157,1067,1119,1336
LIME1,2550,253,219,247,266,433,140,205,268
KHDC3L,1037,0,0,0,0,0,1,0,0
C1orf146,1086,5,7,1,2,3,1,1,1
CXorf66,1279,0,0,0,2,0,1,0,0
C10orf62,1214,0,0,0,1,0,0,0,0
SAMD13,3405,59,61,49,59,7,10,14,9
RTL8A,1265,1485,1629,1493,1623,987,831,933,892
CCDC160,1790,0,0,0,0,1,3,0,0
EFCAB7,5704,340,335,228,346,319,280,225,297
LDLRAD1,2376,0,0,0,0,0,0,1,0
ZYG11A,4694,152,197,110,178,117,112,78,102
RP11-216L13.16,2651,1,4,5,2,0,0,0,0
C1orf185,1118,0,0,0,1,0,0,0,0
IFIT1B,1972,0,0,0,0,3,3,1,3
LIPJ,4528,0,0,0,0,1,0,0,0
TRPC5OS,3029,0,1,0,0,0,0,0,0
LRRC73,2121,0,5,9,6,7,8,9,3
FOXO6,2398,222,242,202,276,67,56,66,89
SYS1,6000,1458,1379,1125,1357,1269,1193,1066,1158
TCEAL6,1375,4,3,4,7,0,2,2,2
INPP5B,8930,859,879,645,793,854,728,647,757
RPA4,1560,3,3,2,0,8,4,4,0
MAFB,3389,264,318,264,297,23,16,20,7
TRAF3IP1,4614,1374,1365,1002,1331,1077,1134,990,1061
CHIC1,6939,1191,1230,797,1166,884,872,768,878
GIGYF2,15476,4136,4506,2975,4117,3336,3495,2997,3237
C2orf72,3818,0,0,0,0,1,0,2,0
RUFY2,8137,1676,1633,1180,1635,1452,1317,1140,1366
NHSL2,17706,5059,6551,3001,5204,1519,1468,1317,1456
GGTA1,4318,115,148,115,141,0,1,1,2
PHACTR4,7317,3845,4155,3052,3859,3430,3229,3034,2893
CLPSL1,786,0,0,0,0,0,1,0,0
ASAH2B,6481,191,194,140,176,250,255,209,208
AGAP6,5616,103,104,75,92,117,90,68,89
TIMM23B,3040,69,112,77,89,165,145,122,137
ZDHHC18,5460,1808,1756,1472,1718,1472,1223,1197,1294
TMEM273,4123,1031,1154,803,1104,26,26,18,44
AGAP9,2387,16,19,7,18,26,9,5,24
NPY4R,2033,0,0,0,0,2,0,0,0
SYT15,7160,14,15,9,7,38,20,22,22
MACO1,3979,2103,1967,1668,1975,1791,1620,1469,1621
ZDBF2,10901,793,849,436,788,552,576,471,558
DAXX,3084,3483,3441,3053,3424,4431,3757,3781,4015
BMPR2,12509,8721,10442,5461,8429,7580,7793,6709,7462
TCEA3,3675,49,71,55,54,37,69,44,48
PFDN6,2953,1719,1747,1578,1737,1606,1517,1343,1497
RING1,1813,1984,1967,1851,1980,2511,1863,1776,1912
HSD17B8,1158,161,126,136,162,112,97,66,133
RXRB,3897,2708,2761,2227,2799,2728,2101,1859,2126
OXLD1,1600,718,638,632,647,669,511,517,509
COL11A2,7364,89,80,71,65,77,61,44,31
HLA-DOA,3987,2,1,0,0,2,4,0,0
BRD2,8995,8361,8599,6792,8389,9056,7593,6862,7214
HLA-DMA,2520,29,32,29,20,36,15,23,18
COL5A2,7319,14511,15419,10844,14483,15560,14772,13239,14065
PSMB8,3480,3653,3498,3113,3476,9530,8770,7863,8164
TAP2,6380,1596,1590,1307,1532,6276,5441,4919,5075
SPIN3,15841,236,226,186,270,475,347,312,378
NBDY,2506,1403,1432,1349,1390,1079,1120,1030,1177
TMEM235,2602,24,11,20,26,1,1,1,4
HLA-DRA,1244,14,6,4,11,1,1,9,4
BTNL2,1468,0,0,0,0,0,0,0,1
COL15A1,6653,4,5,7,9,4,17,17,12
TSBP1,2445,11,15,10,12,47,46,29,33
NOTCH4,9748,7077,6967,5536,6862,8071,6161,5645,6616
PBX2,4368,5981,5985,4587,5646,6827,5046,4717,5028
AGER,2075,319,295,303,339,547,257,259,311
RNF5,1127,1978,2002,1813,2020,1439,1432,1399,1449
AGPAT1,3593,1208,1221,971,1189,1006,831,862,881
PJVK,4481,19,30,24,29,25,12,21,28
PRRT1,3126,55,80,63,60,34,30,26,20
FKBPL,1342,299,313,227,266,207,276,211,206
MRPL38,3342,108,99,86,88,163,83,99,86
SMIM5,5117,3,2,0,2,2,4,2,4
SP5,2074,3,0,0,0,0,0,2,0
STK19,3954,753,749,673,840,886,569,542,658
BTBD17,1727,9,6,10,12,1,0,0,0
DXO,2481,502,508,499,572,713,479,439,491
SKIV2L,5524,2250,2469,1903,2379,2602,1981,1877,1963
NELFE,2647,3010,3050,2810,2977,2545,2426,2441,2380
NXPE2,1868,1,6,3,0,3,1,0,0
ZBTB12,1963,277,317,269,276,184,173,152,154
SDHD,2790,3086,3097,2772,3130,2385,2569,2255,2538
EHMT2,7289,2724,2795,2277,2685,2080,1781,1668,1700
LAYN,3144,459,451,368,468,346,305,253,313
SLC44A4,3369,7,20,12,9,16,17,12,21
NEU1,4821,2310,2438,2097,2396,3485,3261,2949,3258
HSPA1B,2517,1341,1354,1041,1496,2024,1741,1682,1821
HSPA1A,2404,2114,2045,1981,2106,3103,2870,2564,2785
HSPA1L,2762,69,61,50,86,98,83,79,92
LSM2,1059,1613,1653,1452,1675,794,835,805,873
VARS1,5880,5175,5183,4541,5312,3558,3230,2918,3305
VWA7,3672,18,19,9,18,31,15,15,24
MBD5,24403,658,706,453,586,948,959,778,811
MSH5,6284,57,55,41,52,52,27,25,32
MPIG6B,2937,15,15,2,8,9,8,4,7
LY6G6C,1004,0,1,4,4,4,7,0,2
ABHD16A,4059,114,121,98,114,228,171,173,168
LY6G5C,2621,220,222,197,245,166,152,102,185
CSNK2B,3788,796,743,601,824,821,600,633,639
GPANK1,3243,576,563,548,540,473,461,416,481
C6orf47,2481,1067,1040,852,1004,1060,974,871,842
FAM155A,9264,1406,1573,1101,1400,1007,912,816,982
APOM,1237,27,22,15,14,19,23,24,22
BAG6,6323,10405,10408,8331,10481,10944,9713,8732,9634
PRRC2A,9120,16672,18051,13029,16741,16295,14730,13080,14500
AIF1,1243,1,3,1,2,4,3,1,1
NCR3,1233,1,0,1,0,6,5,5,8
LST1,2281,11,17,19,18,1545,1047,904,1151
NFKBIL1,1752,718,637,588,661,655,605,597,531
MCCD1,710,0,0,0,1,0,0,0,0
ZNF814,13421,290,305,248,258,291,224,223,233
MICB,2798,1609,1631,1377,1728,3655,3262,2950,3136
ZNF551,4703,302,339,265,296,256,222,195,194
MICA,3851,2682,2683,2386,2660,3531,2896,2804,3014
ZNF805,10169,217,304,150,251,253,200,211,193
HLA-C,2507,32710,32820,29918,31802,125151,111788,100505,102702
POU5F1,2885,117,112,113,97,234,127,133,153
ZSCAN5C,1668,0,1,0,0,0,2,2,0
CCHCR1,5182,1127,1078,1078,1142,1077,728,680,923
PSORS1C2,868,2,4,3,2,6,1,1,1
CDSN,2555,2,6,2,1,7,3,2,5
PSORS1C1,5781,81,75,57,78,67,50,31,56
MUC21,3793,0,0,0,0,0,0,0,1
DHX16,3977,2724,2674,2357,2746,3169,2697,2508,2517
C6orf136,2118,478,476,341,447,414,252,255,286
MRPS18B,1757,1690,1622,1443,1669,1353,1267,1147,1321
PPP1R10,5202,3298,3449,2533,3376,3111,2947,2509,2776
KRTAP5-10,1173,0,1,2,0,0,1,1,0
ABCF1,4496,5586,5939,4788,5576,7295,6737,6231,6465
PRR3,3887,529,564,438,479,518,355,388,389
LILRB3,3736,25,37,31,45,30,35,43,20
DDR1,9122,1669,1640,1250,1577,1113,833,785,824
LRCOL1,1856,2,4,9,2,1,0,0,1
GNL1,7957,5949,6107,5170,5806,4276,3708,3377,3764
HLA-E,2922,48211,48315,41769,47831,95399,84809,77485,78552
TRIM39,4226,428,410,413,426,577,389,449,413
ZNF468,5279,486,554,394,504,487,443,425,512
ZNF616,4907,425,514,384,498,284,275,245,271
TRIM10,3825,1,0,1,0,2,0,1,0
TRIM31,3519,0,0,1,2,0,0,2,1
RNF39,2168,60,56,38,41,8,7,13,8
PPP1R11,2428,1978,1915,1618,1913,2029,1810,1713,1890
DISP3,6120,6,2,0,4,2,2,4,2
RACK1,5740,40855,40830,36249,41081,22111,20616,19342,21723
HLA-G,1763,0,4,1,4,10,8,4,7
TBC1D8,6417,3465,3482,2697,3501,2426,2081,1811,2247
NMS,485,0,0,0,0,0,0,1,0
HLA-F,4315,839,828,815,856,10912,8190,7581,7681
ZFP57,2085,4,4,7,8,5,5,8,6
ASPDH,1681,24,34,29,17,10,14,10,4
MOG,3175,0,0,0,1,0,0,0,0
OR2H2,3276,0,1,1,0,1,2,0,0
CBY3,868,2,3,0,1,1,1,1,0
IL31,927,0,0,0,0,0,0,2,1
AKT1S1,5737,2997,3010,2500,2935,2985,2353,2415,2535
GABBR1,8468,1592,1677,1155,1494,2675,1494,1362,1664
OR2H1,3734,0,0,0,0,0,6,0,0
OR14J1,6479,0,0,0,0,1,0,0,0
OR2W1,963,0,0,0,0,0,1,0,0
SPDYC,991,5,4,1,2,0,3,3,6
C9orf135,1250,1,0,3,0,0,1,0,0
TRIM27,7985,3583,3530,2836,3832,3880,3254,3088,3510
RANBP17,10965,258,271,218,295,519,477,413,458
INSYN2B,5715,1030,1104,704,1061,663,595,630,669
FOXD4L5,3109,0,1,0,0,0,0,0,0
ODAD4,3370,13,12,5,16,31,13,15,17
MROH6,4204,73,86,39,63,81,41,37,48
ATXN2,16540,2022,2110,1463,2002,2019,1911,1632,1756
DCTN1,10439,11158,11630,9156,11535,8302,7633,6959,7502
SPATA31A1,4357,0,0,0,0,0,0,0,1
PNMA8B,4887,7,9,5,6,12,22,8,20
TCTN1,12558,862,866,703,813,860,735,676,786
FAM216A,2702,370,432,323,367,162,208,169,167
ZBTB48,4510,729,637,575,559,774,496,483,564
IGFL2,2426,12,25,11,21,0,0,1,4
IGFL4,3725,0,3,0,1,1,0,1,1
KRT40,2266,0,0,1,0,0,0,2,0
KRT25,1669,3,0,0,0,0,0,0,0
MZT1,2231,1827,1732,1406,1705,1298,1267,1262,1366
SPINK9,844,1,0,1,0,0,0,0,0
ZNF155,3455,169,222,134,218,190,201,151,184
UQCC3,2397,373,358,355,420,224,206,167,193
FBXO48,5699,109,117,97,144,162,131,134,116
GRXCR2,2194,0,0,0,0,0,2,0,0
FAM221B,3941,1,0,2,0,1,0,0,1
CD177,2474,146,158,121,140,58,51,58,58
PSG5,4678,0,1,0,4,2,2,1,1
ZNF783,6723,655,599,443,633,764,618,556,635
ZNF425,3665,91,102,93,109,63,60,56,63
LRRC10B,2270,0,0,0,1,0,0,0,0
C12orf73,4435,340,325,285,275,257,234,225,258
PCDHGA1,6303,30,58,36,35,30,13,20,26
PCDHA9,9769,0,0,0,0,0,0,1,0
PCDHA8,5485,3,0,0,0,0,0,0,0
PCDHA7,5791,16,16,12,18,13,27,27,23
PCDHA5,7117,0,3,0,0,0,0,0,0
PCDHA4,13443,1,3,0,6,2,5,2,4
PCDHA2,6057,6,7,4,3,4,1,0,1
TRIM13,8096,1343,1449,996,1193,1193,1188,913,1297
ERICH4,948,0,4,2,5,15,7,9,10
SPIRE2,7999,122,115,72,133,198,163,131,150
PABPN1L,1314,0,0,0,0,0,0,0,4
PKHD1L1,20621,1612,2127,1092,1570,267,309,238,243
SLFN12L,3817,3,1,0,0,14,6,6,0
SLC35B4,6988,1953,2200,1336,2041,1291,1133,1055,1195
SYCE1L,1233,277,324,297,308,159,177,142,183
TMEM231,6000,435,479,419,479,785,600,631,636
FAM71F2,6920,27,28,25,35,124,61,57,85
CCNI2,3181,23,15,7,19,12,7,3,12
TMEM240,2009,224,170,182,195,126,115,84,130
CDKL4,2074,5,3,3,1,1,0,2,3
TMEM88B,3217,6,0,0,3,12,0,6,7
ACCSL,1867,2,0,0,2,0,0,0,0
C4orf47,1366,16,13,11,16,15,11,13,11
TRIQK,6721,480,457,383,485,457,421,417,460
SDHAF1,1125,376,404,402,376,276,253,223,285
ARID3C,1390,0,4,0,3,0,2,2,0
PSENEN,1359,634,644,554,629,700,700,664,752
C11orf91,891,23,21,15,23,32,23,18,33
FABP9,585,0,0,0,0,1,1,0,0
ZBTB10,10216,831,919,567,875,794,798,655,795
C4orf46,3630,926,985,714,993,581,502,449,574
SCGB2B2,7135,5,8,5,8,18,10,11,20
LGR4,6355,8336,9076,5820,8411,1506,1447,1349,1568
PSMB10,1626,600,664,511,607,2845,2539,2462,2621
VIT,3710,338,365,219,316,13,14,17,5
RP11-514P8.6,3569,0,0,0,2,0,1,1,0
SPDYE2,2072,10,29,21,32,31,30,37,29
E2F4,3596,2651,2478,2267,2777,2913,2289,2234,2438
PDE7A,10601,683,595,455,582,285,230,247,243
TMEM170B,8891,323,388,215,310,115,116,109,104
MUC12,17178,7,2,6,9,8,4,4,3
SNX2,8606,5064,5391,4446,5071,5687,5347,4987,5169
NT5M,1961,39,41,47,45,14,9,16,10
SARNP,3365,7,11,9,5,12,8,10,9
ADGRG1,9011,10682,11320,8667,11524,7257,6453,6076,6704
IPO7,7216,22430,23759,16155,22704,14370,14182,13381,14043
PRR13,2824,1958,2079,1776,1906,2546,2354,2214,2507
TECPR1,9047,6434,6276,5151,6307,6710,5097,4604,5369
MT1A,396,18,36,26,28,16,26,25,15
INSYN1,7150,22,15,14,15,13,13,9,16
MT1M,511,14,26,19,23,112,69,68,68
CFI,4695,119,110,85,88,38,36,26,27
OR52E6,982,0,0,0,0,0,1,0,0
SAMD9,6855,2107,2397,1499,2152,25056,23214,20926,19999
KRT6A,2926,0,0,0,0,0,1,1,0
CNEP1R1,4178,683,728,542,656,1069,928,868,864
KRT81,1929,2,1,2,12,2,1,0,0
EXOC3L4,3480,0,0,0,3,112,64,42,52
IZUMO3,1294,0,0,0,0,0,1,0,0
CCDC85C,17620,2721,2632,1943,2630,1507,1219,1205,1384
C2CD4B,1581,38,30,34,31,1703,1420,1452,1323
RGL3,4344,9,0,2,2,10,14,6,8
NAP1L4,5200,10978,11111,9600,10894,9413,8751,8113,8826
TMSB4X,1703,124345,125029,88198,116223,91847,91334,86574,91737
TMEM256,667,361,426,366,423,210,197,188,183
CPT1B,4102,16,11,5,12,58,30,24,21
SMN2,2985,184,191,147,148,155,149,141,157
SERF1B,3051,58,49,40,45,36,35,32,35
HMGN1,5042,11816,12193,10514,11588,6858,6418,5970,6317
MUC19,29488,0,0,2,0,0,0,0,0
DENND6B,5887,251,261,202,206,399,240,257,316
EIF3CL,3053,128,101,91,207,56,134,50,61
LCMT1,2604,1044,1072,855,1031,854,856,761,790
MFSD2B,4522,10,8,6,8,14,9,24,14
CDPF1,1637,335,339,328,375,279,195,193,232
LIN52,3692,655,638,541,653,662,544,484,521
ARSH,2482,0,0,0,0,0,0,1,0
ACOT6,1699,0,1,0,3,0,0,0,0
TECRL,6023,0,0,0,0,0,4,0,0
DPF3,17947,712,766,564,756,754,685,681,734
MANSC4,1667,1,2,5,1,0,1,2,0
LINC00634,1510,0,2,3,5,0,0,0,0
ETFRF1,2474,571,608,560,538,358,400,321,361
C17orf107,3410,3,9,5,4,24,7,9,9
ITSN1,21748,5517,5934,4058,5588,5600,5514,4829,5321
ITPRIPL2,7698,2860,3047,2018,2645,3697,3436,3138,3349
DENND1C,4647,0,3,0,0,2,2,0,2
CRYZL1,6177,1496,1403,1270,1454,1163,1013,964,1091
C5orf51,5577,1720,1827,1215,1707,2169,1846,1728,1969
ARRDC5,1667,2,0,0,0,2,3,1,0
CYS1,2847,9,11,7,9,7,7,11,7
PLPP6,2965,436,408,351,458,466,350,377,409
C16orf96,4017,1,0,1,0,0,3,0,1
GMNC,3962,61,100,57,75,106,90,78,60
TTC23L,4372,0,1,0,1,2,1,0,0
CLEC6A,1646,0,0,0,0,0,1,0,0
NANOGNB,996,0,0,0,0,0,1,0,0
LRRC72,1441,0,0,0,0,0,0,1,0
C1QTNF9B,1583,0,2,0,0,3,2,1,0
KRTAP5-1,942,0,0,0,0,3,8,1,3
BHLHA9,1372,0,0,0,0,0,2,0,0
ZNF316,7662,2501,2305,1917,2233,3094,2089,1998,1972
OLIG2,3262,0,0,2,0,0,0,0,0
C21orf62,4121,3,2,0,1,0,0,1,2
RNPS1,8567,6512,6590,5467,6342,5976,5304,4950,5274
NYNRIN,7733,760,747,537,771,178,189,135,155
DNAJC19,3586,724,790,750,714,557,586,587,643
IFITM5,736,0,0,0,0,0,0,1,0
SMIM21,4009,0,0,1,1,0,0,0,0
C18orf63,5103,0,0,0,0,7,6,7,3
JPT2,4768,7118,7107,5777,7067,5648,5090,4752,5412
TMEM211,979,0,0,0,1,0,0,0,0
SERPINB5,3742,0,0,0,0,0,1,0,0
ZDHHC11B,7690,1543,1433,1095,1343,95,63,55,71
CFAP99,5198,3,10,2,2,2,7,0,2
GOLGA8O,5358,18,7,5,7,18,6,8,8
TMEM191C,4299,20,14,11,8,21,17,11,11
ATP10A,20677,1,0,0,0,19,17,20,13
ANKUB1,6544,0,1,0,2,1,2,1,1
FOXL2NB,5123,2,0,0,2,5,3,3,5
COL6A6,9720,2,1,0,1,1,4,0,3
RAB12,2477,3196,3531,2992,3418,4855,4490,4265,4546
TMEM200C,10638,0,0,1,0,0,0,0,0
HLA-A,2710,24791,26129,23790,28550,113145,102887,93352,98227
HACD2,5219,2587,2647,1891,2548,1191,1149,1134,1256
CFAP44,12160,83,80,60,62,47,31,42,53
LNP1,1910,82,52,58,61,62,73,67,69
VGLL3,12740,609,686,377,575,408,377,379,417
RP11-316F12.1,2960,2,0,0,0,0,0,0,1
TRIM71,8704,0,0,0,1,2,0,0,0
ZCWPW2,4533,13,17,7,8,15,10,17,5
ANKRD28,11276,3870,4144,2768,3624,1997,1812,1790,2052
COLQ,9237,43,33,17,19,21,21,10,18
METTL6,6975,835,927,754,879,724,731,711,764
XKR4,20246,2,0,0,0,0,2,0,0
GPX3,3162,4015,4102,3700,4197,537,478,455,491
DIO2,7393,67,65,42,58,126,106,90,116
SELENOH,2305,1331,1196,1102,1293,1261,1181,1035,1142
DIO1,2282,1,6,2,2,0,0,2,2
STK38L,6863,1876,1974,1397,1855,684,655,577,701
SACM1L,7337,2370,2564,1837,2332,2544,2171,2172,2328
TSN,4395,4726,4793,3907,4577,2983,2914,2621,3029
SLC48A1,4912,1099,1132,958,1109,1025,812,794,867
PRR22,1787,35,43,41,32,45,29,33,34
TAS2R19,1002,1,2,2,0,5,2,3,4
TAS2R50,1000,0,1,0,3,1,1,0,0
TAS2R14,2348,28,23,19,35,24,18,24,26
CTAGE1,4317,0,2,0,2,0,0,1,0
KRTAP4-9,1157,0,2,0,0,0,0,0,0
RTL8B,2030,821,809,643,840,403,356,327,369
OR2A42,4946,1,1,4,3,1,1,2,1
RNF208,1150,37,44,46,36,49,40,27,38
MT-ND4L,297,26107,26210,16839,24792,33424,19750,19451,23186
MAP10,4514,46,39,27,52,70,90,86,77
POU5F1B,4964,0,2,2,4,1,2,0,1
ZNF580,2604,1089,1012,820,926,924,644,605,755
ZNF611,7148,321,452,259,348,408,310,324,324
SYT3,3844,5,4,6,5,3,2,0,3
NUP62,6020,3722,3711,3215,3670,4702,4034,3737,4004
DENND1B,13203,184,193,106,204,150,155,141,145
SFT2D2,11217,1330,1705,1265,1238,1025,1038,1023,973
CEP43,15886,391,331,293,365,431,372,370,376
SCAF8,5428,2240,2346,1492,2113,1924,1801,1635,1660
CFAP45,2627,120,147,115,150,120,99,82,90
ACKR1,2106,31,35,35,35,683,595,590,627
ZNF254,7609,771,771,533,750,517,485,469,522
DYNLT2B,1246,27,31,34,50,39,26,26,11
CRYGS,2080,71,51,58,72,66,37,46,41
CRIP1,2485,266,275,232,260,100,70,62,79
KLHL23,5513,570,593,450,547,263,231,240,251
FAM24B,1177,170,164,139,132,110,106,103,95
TRIM59,7822,915,974,756,957,437,481,448,456
MLLT11,2483,1196,1151,907,989,693,727,597,600
ASIC3,2748,27,13,23,9,28,8,18,18
GIMAP1,4797,2305,2383,1831,2223,1003,895,840,917
RP3-382I10.7,3530,28,35,8,27,41,21,14,24
CCDC183,2976,20,29,22,26,21,9,16,19
ARHGEF35,2609,7,2,7,5,14,4,7,4
DNLZ,3099,5,11,10,4,1,1,7,8
SUPT4H1,2079,0,9,4,6,2,4,1,4
TSGA13,2264,0,1,0,0,0,0,0,0
NRAS,4326,8487,8936,6619,8641,6389,6131,5577,6111
ZNF625-ZNF20,3639,1,1,0,0,0,1,2,2
LTC4S,1192,11,17,18,11,2,0,5,0
ANKRD39,5246,223,201,177,175,121,109,120,128
QTRT1,3430,1457,1462,1280,1537,1207,933,907,903
CHUK,6903,1541,1725,1252,1640,1545,1378,1373,1408
MXD3,5154,803,742,738,709,394,269,265,341
GSTM2,9116,235,191,139,185,111,56,44,57
COG8,7851,484,492,421,487,297,265,243,316
ARHGAP19,6167,1277,1344,949,1194,554,494,528,589
HAUS7,3966,38,41,52,52,50,28,20,25
LCAT,2625,302,336,314,350,388,218,205,285
MAGEA12,1965,0,0,0,0,0,0,0,1
PVRIG,1984,30,37,19,25,36,24,24,15
GPC2,3837,187,173,131,182,115,87,79,73
SIPA1,4652,6627,6449,5672,6453,6967,5585,5295,5522
ERV3-1,5027,659,742,377,692,666,498,484,560
SYNJ2BP,7057,2583,2933,1800,2740,1487,1333,1280,1488
ARL2,2037,2739,2717,2558,2654,2133,2110,1899,1945
TTLL13P,3902,2,3,0,3,2,2,1,6
GBP7,2432,0,0,1,0,29,18,22,4
RBMXL1,5087,621,739,563,723,1336,1230,1062,1182
SRA1,2821,980,979,934,1063,657,674,605,673
STIMATE,5705,89,119,83,114,189,156,153,150
DNAJC9,3218,1769,1884,1526,1891,984,815,796,862
C8orf82,3001,1040,994,923,1017,851,744,794,803
VDAC1,3049,8446,8719,7305,8696,6943,6549,6118,6744
ZBTB9,3010,799,782,666,798,569,540,497,512
TMX2,2253,2877,2868,2319,2872,3141,2902,2790,2886
HEXA,15893,1585,1436,1118,1444,1978,1741,1585,1756
NDUFS3,4507,2139,2089,1921,2108,1508,1374,1380,1439
LEPROT,5237,5627,5840,4456,5707,6095,5504,5140,5608
LBH,4532,146,154,111,139,278,278,246,337
ADAT3,2216,219,142,159,163,195,160,136,136
